Order ID,Product,Quantity Ordered,Price Each,Purchase Address,country,sales,time,Year,Month,Day
176604,USB-C Charging Cable,1.0,11.95,"150 Pine St, Hamilton",Canada,672.068,10:57:00,2019.0,April,Tuesday
176605,USB-C Charging Cable,1.0,11.95,"103 Elm St, Montreal",Canada,672.068,16:29:00,2019.0,April,Monday
176606,LG Dryer,1.0,600.0,"116 Pine St, Hamilton",Canada,33744.0,14:16:00,2019.0,April,Sunday
176607,AAA Batteries (4-pack),2.0,2.99,"141 Market St, Ottawa",Canada,336.31520000000006,12:11:00,2019.0,April,Thursday
176608,iPhone,1.0,700.0,"140 Main St, Calgary",Canada,39368.0,12:01:00,2019.0,April,Thursday
176609,Apple Airpods Headphones,1.0,150.0,"122 Pine St, Ottawa",Canada,8436.0,16:59:00,2019.0,April,Thursday
176610,AAA Batteries (4-pack),1.0,2.99,"104 Maple St, Montreal",Canada,168.15760000000003,00:40:00,2019.0,April,Friday
176611,Bose SoundSport Headphones,1.0,99.99,"104 Broadway, Ottawa",Canada,5623.4376,13:16:00,2019.0,April,Tuesday
176612,Apple Airpods Headphones,1.0,150.0,"141 Pine St, Calgary",Canada,8436.0,19:48:00,2019.0,April,Thursday
176613,USB-C Charging Cable,2.0,11.95,"100 Elm St, Winnipeg",Canada,1344.136,18:58:00,2019.0,April,Friday
176614,AA Batteries (4-pack),1.0,3.84,"148 Cedar Ave, Montreal",Canada,215.9616,21:01:00,2019.0,April,Sunday
176615,Lightning Charging Cable,1.0,14.95,"132 Main St, Toronto",Canada,840.788,10:35:00,2019.0,April,Tuesday
176616,USB-C Charging Cable,1.0,11.95,"115 Cedar Ave, Ottawa",Canada,672.068,20:40:00,2019.0,April,Friday
176617,Apple Airpods Headphones,1.0,150.0,"106 Market St, Toronto",Canada,8436.0,08:03:00,2019.0,April,Thursday
176618,Lightning Charging Cable,2.0,14.95,"120 Main St, Winnipeg",Canada,1681.576,21:44:00,2019.0,April,Thursday
176619,Flatscreen TV,1.0,300.0,"139 Sunset Blvd, Edmonton",Canada,16872.0,18:37:00,2019.0,April,Tuesday
176620,USB-C Charging Cable,1.0,11.95,"130 Pacific Ave, Winnipeg",Canada,672.068,10:39:00,2019.0,April,Wednesday
176621,Lightning Charging Cable,1.0,14.95,"140 Maple St, Hamilton",Canada,840.788,16:09:00,2019.0,April,Thursday
176622,AA Batteries (4-pack),1.0,3.84,"108 Oak St, Calgary",Canada,215.9616,20:16:00,2019.0,April,Thursday
176623,27in FHD Monitor,1.0,149.99,"120 Oak St, Toronto",Canada,8435.437600000001,23:51:00,2019.0,April,Saturday
176624,AA Batteries (4-pack),1.0,3.84,"136 Sunset Blvd, Vancouver",Canada,215.9616,10:44:00,2019.0,April,Sunday
176625,AAA Batteries (4-pack),2.0,2.99,"130 Broadway, Calgary",Canada,336.31520000000006,19:00:00,2019.0,April,Wednesday
176626,Bose SoundSport Headphones,1.0,99.99,"108 Cedar Ave, Ottawa",Canada,5623.4376,21:40:00,2019.0,April,Monday
176627,Wired Headphones,1.0,11.99,"134 Pacific Ave, Ottawa",Canada,674.3176000000001,14:57:00,2019.0,April,Sunday
176628,Lightning Charging Cable,2.0,14.95,"101 Pacific Ave, Winnipeg",Canada,1681.576,04:03:00,2019.0,April,Monday
176629,USB-C Charging Cable,1.0,11.95,"132 Market St, Toronto",Canada,672.068,11:56:00,2019.0,April,Wednesday
176630,Google Phone,1.0,600.0,"139 Pacific Ave, Vancouver",Canada,33744.0,05:01:00,2019.0,April,Wednesday
176631,USB-C Charging Cable,1.0,11.95,"119 Pacific Ave, Ottawa",Canada,672.068,18:48:00,2019.0,April,Saturday
176632,AAA Batteries (4-pack),1.0,2.99,"143 Elm St, Edmonton",Canada,168.15760000000003,14:28:00,2019.0,April,Sunday
176633,ThinkPad Laptop,1.0,999.99,"115 Main St, Montreal",Canada,56239.437600000005,14:03:00,2019.0,April,Tuesday
176634,Lightning Charging Cable,1.0,14.95,"100 Pine St, Edmonton",Canada,840.788,08:00:00,2019.0,April,Wednesday
176635,Vareebadd Phone,1.0,400.0,"117 Elm St, Toronto",Canada,22496.0,09:55:00,2019.0,April,Friday
176636,AA Batteries (4-pack),1.0,3.84,"114 Market St, Edmonton",Canada,215.9616,20:37:00,2019.0,April,Tuesday
176637,AAA Batteries (4-pack),1.0,2.99,"112 Pacific Ave, Ottawa",Canada,168.15760000000003,10:03:00,2019.0,April,Wednesday
176638,USB-C Charging Cable,1.0,11.95,"139 Pacific Ave, Toronto",Canada,672.068,08:33:00,2019.0,April,Saturday
176639,Macbook Pro Laptop,1.0,1700.0,"126 Pacific Ave, Calgary",Canada,95608.0,16:14:00,2019.0,April,Sunday
176640,Wired Headphones,2.0,11.99,"139 Broadway, Edmonton",Canada,1348.6352000000002,22:54:00,2019.0,April,Saturday
176641,Lightning Charging Cable,1.0,14.95,"123 Oak St, Ottawa",Canada,840.788,21:36:00,2019.0,April,Thursday
176642,AA Batteries (4-pack),1.0,3.84,"141 Main St, Vancouver",Canada,215.9616,18:38:00,2019.0,April,Wednesday
176643,Macbook Pro Laptop,1.0,1700.0,"143 Sunset Blvd, Ottawa",Canada,95608.0,21:32:00,2019.0,April,Saturday
176644,USB-C Charging Cable,1.0,11.95,"123 Sunset Blvd, Hamilton",Canada,672.068,02:09:00,2019.0,April,Tuesday
176645,AAA Batteries (4-pack),3.0,2.99,"107 Main St, Toronto",Canada,504.47280000000006,18:38:00,2019.0,April,Friday
176646,Macbook Pro Laptop,1.0,1700.0,"100 Oak St, Toronto",Canada,95608.0,07:14:00,2019.0,April,Monday
176647,Google Phone,1.0,600.0,"114 Pacific Ave, Quebec City",Canada,33744.0,19:40:00,2019.0,April,Sunday
176648,27in FHD Monitor,1.0,149.99,"101 Pine St, Winnipeg",Canada,8435.437600000001,01:17:00,2019.0,April,Wednesday
176649,USB-C Charging Cable,1.0,11.95,"138 Pacific Ave, Edmonton",Canada,672.068,08:49:00,2019.0,April,Tuesday
176650,Lightning Charging Cable,1.0,14.95,"109 Oak St, Ottawa",Canada,840.788,16:47:00,2019.0,April,Friday
176651,iPhone,1.0,700.0,"107 Pacific Ave, Ottawa",Canada,39368.0,13:14:00,2019.0,April,Sunday
176652,LG Washing Machine,1.0,600.0,"100 Oak St, Hamilton",Canada,33744.0,20:04:00,2019.0,April,Tuesday
176653,AA Batteries (4-pack),1.0,3.84,"148 Broadway, Montreal",Canada,215.9616,19:20:00,2019.0,April,Friday
176654,USB-C Charging Cable,1.0,11.95,"112 Oak St, Vancouver",Canada,672.068,19:35:00,2019.0,April,Monday
176655,Apple Airpods Headphones,1.0,150.0,"125 Cedar Ave, Edmonton",Canada,8436.0,19:36:00,2019.0,April,Thursday
176656,Google Phone,1.0,600.0,"134 Elm St, Toronto",Canada,33744.0,16:42:00,2019.0,April,Friday
176657,ThinkPad Laptop,1.0,999.99,"119 Cedar Ave, Toronto",Canada,56239.437600000005,10:16:00,2019.0,April,Tuesday
176658,AAA Batteries (4-pack),2.0,2.99,"148 Cedar Ave, Hamilton",Canada,336.31520000000006,08:51:00,2019.0,April,Monday
176659,20in Monitor,1.0,109.99,"146 Main St, Hamilton",Canada,6185.8376,14:40:00,2019.0,April,Monday
176660,AA Batteries (4-pack),1.0,3.84,"136 Sunset Blvd, Edmonton",Canada,215.9616,17:10:00,2019.0,April,Tuesday
176661,Wired Headphones,1.0,11.99,"141 Elm St, Quebec City",Canada,674.3176000000001,20:40:00,2019.0,April,Thursday
176662,34in Ultrawide Monitor,1.0,379.99,"108 Oak St, Winnipeg",Canada,21370.637600000002,12:46:00,2019.0,April,Friday
176663,Bose SoundSport Headphones,1.0,99.99,"150 Cedar Ave, Ottawa",Canada,5623.4376,11:48:00,2019.0,April,Friday
176664,AAA Batteries (4-pack),1.0,2.99,"135 Broadway, Montreal",Canada,168.15760000000003,18:59:00,2019.0,April,Saturday
176665,ThinkPad Laptop,1.0,999.99,"119 Cedar Ave, Edmonton",Canada,56239.437600000005,14:15:00,2019.0,April,Sunday
176666,Wired Headphones,1.0,11.99,"119 Oak St, Calgary",Canada,674.3176000000001,16:50:00,2019.0,April,Monday
176667,27in 4K Gaming Monitor,1.0,389.99,"132 Pacific Ave, Calgary",Canada,21933.0376,00:39:00,2019.0,April,Thursday
176668,AA Batteries (4-pack),1.0,3.84,"116 Maple St, Winnipeg",Canada,215.9616,20:46:00,2019.0,April,Monday
176669,27in FHD Monitor,1.0,149.99,"110 Sunset Blvd, Quebec City",Canada,8435.437600000001,12:57:00,2019.0,April,Monday
176670,Apple Airpods Headphones,1.0,150.0,"124 Broadway, Quebec City",Canada,8436.0,21:23:00,2019.0,April,Thursday
176671,AAA Batteries (4-pack),2.0,2.99,"148 Pine St, Toronto",Canada,336.31520000000006,16:31:00,2019.0,April,Tuesday
176672,Lightning Charging Cable,1.0,14.95,"148 Pacific Ave, Toronto",Canada,840.788,11:07:00,2019.0,April,Friday
176672,USB-C Charging Cable,1.0,11.95,"150 Pine St, Hamilton",Canada,672.068,11:07:00,2019.0,April,Friday
176673,20in Monitor,1.0,109.99,"124 Pacific Ave, Montreal",Canada,6185.8376,08:17:00,2019.0,April,Wednesday
176674,AAA Batteries (4-pack),3.0,2.99,"147 Elm St, Ottawa",Canada,504.47280000000006,20:53:00,2019.0,April,Saturday
176675,AAA Batteries (4-pack),1.0,2.99,"144 Sunset Blvd, Calgary",Canada,168.15760000000003,09:02:00,2019.0,April,Tuesday
176676,LG Dryer,1.0,600.0,"128 Sunset Blvd, Toronto",Canada,33744.0,00:35:00,2019.0,April,Tuesday
176677,34in Ultrawide Monitor,1.0,379.99,"117 Sunset Blvd, Hamilton",Canada,21370.637600000002,11:50:00,2019.0,April,Monday
176678,AA Batteries (4-pack),2.0,3.84,"120 Pacific Ave, Winnipeg",Canada,431.9232,22:12:00,2019.0,April,Friday
176679,Apple Airpods Headphones,1.0,150.0,"140 Cedar Ave, Hamilton",Canada,8436.0,11:12:00,2019.0,April,Tuesday
176680,USB-C Charging Cable,1.0,11.95,"141 Main St, Edmonton",Canada,672.068,11:28:00,2019.0,April,Saturday
176681,Apple Airpods Headphones,1.0,150.0,"127 Cedar Ave, Toronto",Canada,8436.0,10:39:00,2019.0,April,Saturday
176681,ThinkPad Laptop,1.0,999.99,"122 Oak St, Vancouver",Canada,56239.437600000005,10:39:00,2019.0,April,Saturday
176682,Lightning Charging Cable,1.0,14.95,"115 Sunset Blvd, Toronto",Canada,840.788,06:19:00,2019.0,April,Saturday
176683,AA Batteries (4-pack),1.0,3.84,"102 Oak St, Toronto",Canada,215.9616,13:54:00,2019.0,April,Wednesday
176684,USB-C Charging Cable,1.0,11.95,"134 Pacific Ave, Edmonton",Canada,672.068,00:51:00,2019.0,April,Wednesday
176685,34in Ultrawide Monitor,1.0,379.99,"114 Market St, Hamilton",Canada,21370.637600000002,22:53:00,2019.0,April,Tuesday
176686,Wired Headphones,1.0,11.99,"109 Pine St, Edmonton",Canada,674.3176000000001,15:17:00,2019.0,April,Wednesday
176687,Macbook Pro Laptop,1.0,1700.0,"138 Pacific Ave, Winnipeg",Canada,95608.0,10:26:00,2019.0,April,Tuesday
176688,Flatscreen TV,1.0,300.0,"147 Broadway, Hamilton",Canada,16872.0,18:25:00,2019.0,April,Saturday
176689,Bose SoundSport Headphones,1.0,99.99,"109 Pacific Ave, Toronto",Canada,5623.4376,17:15:00,2019.0,April,Wednesday
176689,AAA Batteries (4-pack),2.0,2.99,"149 Broadway, Toronto",Canada,336.31520000000006,17:15:00,2019.0,April,Wednesday
176690,20in Monitor,1.0,109.99,"147 Oak St, Vancouver",Canada,6185.8376,18:33:00,2019.0,April,Thursday
176691,AAA Batteries (4-pack),1.0,2.99,"150 Pacific Ave, Ottawa",Canada,168.15760000000003,11:57:00,2019.0,April,Friday
176692,Wired Headphones,1.0,11.99,"138 Broadway, Hamilton",Canada,674.3176000000001,18:21:00,2019.0,April,Monday
176693,AA Batteries (4-pack),1.0,3.84,"148 Pacific Ave, Winnipeg",Canada,215.9616,09:00:00,2019.0,April,Monday
176694,USB-C Charging Cable,1.0,11.95,"107 Pine St, Ottawa",Canada,672.068,20:46:00,2019.0,April,Friday
176695,AA Batteries (4-pack),2.0,3.84,"143 Sunset Blvd, Hamilton",Canada,431.9232,20:50:00,2019.0,April,Friday
176696,iPhone,1.0,700.0,"133 Sunset Blvd, Edmonton",Canada,39368.0,12:41:00,2019.0,April,Sunday
176697,Wired Headphones,1.0,11.99,"124 Elm St, Edmonton",Canada,674.3176000000001,22:38:00,2019.0,April,Saturday
176698,Bose SoundSport Headphones,1.0,99.99,"111 Oak St, Ottawa",Canada,5623.4376,16:15:00,2019.0,April,Tuesday
176699,Bose SoundSport Headphones,1.0,99.99,"140 Cedar Ave, Calgary",Canada,5623.4376,18:04:00,2019.0,April,Sunday
176700,34in Ultrawide Monitor,1.0,379.99,"137 Pacific Ave, Toronto",Canada,21370.637600000002,23:10:00,2019.0,April,Sunday
176701,USB-C Charging Cable,1.0,11.95,"113 Main St, Edmonton",Canada,672.068,13:05:00,2019.0,April,Thursday
176702,AA Batteries (4-pack),1.0,3.84,"127 Sunset Blvd, Hamilton",Canada,215.9616,19:44:00,2019.0,April,Tuesday
176703,20in Monitor,1.0,109.99,"102 Maple St, Ottawa",Canada,6185.8376,10:00:00,2019.0,April,Wednesday
176704,AA Batteries (4-pack),2.0,3.84,"107 Elm St, Toronto",Canada,431.9232,10:00:00,2019.0,April,Wednesday
176705,Lightning Charging Cable,2.0,14.95,"142 Maple St, Winnipeg",Canada,1681.576,09:38:00,2019.0,April,Saturday
176706,Lightning Charging Cable,1.0,14.95,"104 Broadway, Edmonton",Canada,840.788,13:32:00,2019.0,April,Saturday
176707,Apple Airpods Headphones,1.0,150.0,"129 Main St, Hamilton",Canada,8436.0,10:34:00,2019.0,April,Saturday
176708,Wired Headphones,1.0,11.99,"150 Maple St, Toronto",Canada,674.3176000000001,23:03:00,2019.0,April,Sunday
176709,AA Batteries (4-pack),1.0,3.84,"123 Pine St, Toronto",Canada,215.9616,14:17:00,2019.0,April,Wednesday
176710,20in Monitor,2.0,109.99,"138 Sunset Blvd, Quebec City",Canada,12371.6752,10:00:00,2019.0,April,Sunday
176711,Flatscreen TV,1.0,300.0,"142 Oak St, Ottawa",Canada,16872.0,10:58:00,2019.0,April,Tuesday
176712,Google Phone,1.0,600.0,"112 Oak St, Edmonton",Canada,33744.0,05:21:00,2019.0,April,Saturday
176713,Wired Headphones,1.0,11.99,"142 Oak St, Quebec City",Canada,674.3176000000001,10:48:00,2019.0,April,Sunday
176714,USB-C Charging Cable,1.0,11.95,"123 Pine St, Toronto",Canada,672.068,23:34:00,2019.0,April,Friday
176715,Apple Airpods Headphones,1.0,150.0,"143 Pacific Ave, Calgary",Canada,8436.0,16:43:00,2019.0,April,Saturday
176716,Wired Headphones,1.0,11.99,"141 Main St, Edmonton",Canada,674.3176000000001,14:43:00,2019.0,April,Wednesday
176717,Apple Airpods Headphones,1.0,150.0,"144 Market St, Montreal",Canada,8436.0,10:34:00,2019.0,April,Friday
176718,Lightning Charging Cable,1.0,14.95,"103 Main St, Toronto",Canada,840.788,19:14:00,2019.0,April,Monday
176719,Flatscreen TV,1.0,300.0,"110 Maple St, Toronto",Canada,16872.0,13:07:00,2019.0,April,Saturday
176720,Lightning Charging Cable,1.0,14.95,"145 Maple St, Quebec City",Canada,840.788,10:35:00,2019.0,April,Sunday
176721,AAA Batteries (4-pack),1.0,2.99,"124 Pine St, Winnipeg",Canada,168.15760000000003,21:08:00,2019.0,April,Friday
176722,27in 4K Gaming Monitor,1.0,389.99,"100 Oak St, Hamilton",Canada,21933.0376,10:57:00,2019.0,April,Monday
176723,27in 4K Gaming Monitor,1.0,389.99,"138 Market St, Vancouver",Canada,21933.0376,21:31:00,2019.0,April,Friday
176724,Lightning Charging Cable,1.0,14.95,"146 Broadway, Vancouver",Canada,840.788,20:59:00,2019.0,April,Friday
176725,AA Batteries (4-pack),2.0,3.84,"144 Maple St, Quebec City",Canada,431.9232,14:33:00,2019.0,April,Monday
176726,USB-C Charging Cable,1.0,11.95,"112 Market St, Vancouver",Canada,672.068,18:14:00,2019.0,April,Saturday
176727,Lightning Charging Cable,1.0,14.95,"145 Market St, Winnipeg",Canada,840.788,14:26:00,2019.0,April,Sunday
176728,Lightning Charging Cable,1.0,14.95,"113 Pacific Ave, Quebec City",Canada,840.788,07:38:00,2019.0,April,Sunday
176729,USB-C Charging Cable,1.0,11.95,"104 Market St, Quebec City",Canada,672.068,09:57:00,2019.0,April,Wednesday
176730,Bose SoundSport Headphones,1.0,99.99,"129 Cedar Ave, Edmonton",Canada,5623.4376,08:27:00,2019.0,April,Wednesday
176731,AAA Batteries (4-pack),2.0,2.99,"148 Pacific Ave, Vancouver",Canada,336.31520000000006,16:17:00,2019.0,April,Sunday
176732,iPhone,1.0,700.0,"149 Sunset Blvd, Calgary",Canada,39368.0,09:33:00,2019.0,April,Tuesday
176733,20in Monitor,1.0,109.99,"142 Pine St, Winnipeg",Canada,6185.8376,13:31:00,2019.0,April,Thursday
176734,Apple Airpods Headphones,1.0,150.0,"133 Maple St, Hamilton",Canada,8436.0,22:13:00,2019.0,April,Wednesday
176735,27in FHD Monitor,1.0,149.99,"107 Main St, Winnipeg",Canada,8435.437600000001,23:52:00,2019.0,April,Tuesday
176736,AA Batteries (4-pack),1.0,3.84,"147 Market St, Hamilton",Canada,215.9616,11:48:00,2019.0,April,Wednesday
176737,Apple Airpods Headphones,1.0,150.0,"117 Main St, Toronto",Canada,8436.0,01:28:00,2019.0,April,Sunday
176738,AA Batteries (4-pack),1.0,3.84,"121 Main St, Toronto",Canada,215.9616,13:17:00,2019.0,April,Wednesday
176739,34in Ultrawide Monitor,1.0,379.99,"147 Market St, Montreal",Canada,21370.637600000002,17:38:00,2019.0,April,Friday
176739,Google Phone,1.0,600.0,"129 Sunset Blvd, Ottawa",Canada,33744.0,17:38:00,2019.0,April,Friday
176740,Bose SoundSport Headphones,1.0,99.99,"135 Sunset Blvd, Toronto",Canada,5623.4376,15:10:00,2019.0,April,Wednesday
176741,USB-C Charging Cable,1.0,11.95,"107 Market St, Calgary",Canada,672.068,18:49:00,2019.0,April,Monday
176742,Wired Headphones,1.0,11.99,"128 Pacific Ave, Quebec City",Canada,674.3176000000001,09:54:00,2019.0,April,Wednesday
176743,27in 4K Gaming Monitor,1.0,389.99,"107 Maple St, Edmonton",Canada,21933.0376,09:17:00,2019.0,April,Monday
176744,Lightning Charging Cable,1.0,14.95,"139 Pine St, Edmonton",Canada,840.788,19:59:00,2019.0,April,Sunday
176745,Wired Headphones,1.0,11.99,"107 Oak St, Winnipeg",Canada,674.3176000000001,09:23:00,2019.0,April,Wednesday
176746,27in 4K Gaming Monitor,1.0,389.99,"144 Sunset Blvd, Hamilton",Canada,21933.0376,19:04:00,2019.0,April,Monday
176747,Macbook Pro Laptop,1.0,1700.0,"138 Main St, Calgary",Canada,95608.0,15:04:00,2019.0,April,Saturday
176748,Flatscreen TV,1.0,300.0,"139 Maple St, Quebec City",Canada,16872.0,15:28:00,2019.0,April,Wednesday
176749,ThinkPad Laptop,1.0,999.99,"102 Sunset Blvd, Quebec City",Canada,56239.437600000005,07:55:00,2019.0,April,Friday
176750,AA Batteries (4-pack),1.0,3.84,"138 Main St, Hamilton",Canada,215.9616,23:52:00,2019.0,April,Saturday
176751,AAA Batteries (4-pack),1.0,2.99,"122 Cedar Ave, Toronto",Canada,168.15760000000003,13:01:00,2019.0,April,Thursday
176752,AA Batteries (4-pack),1.0,3.84,"103 Maple St, Toronto",Canada,215.9616,23:59:00,2019.0,April,Saturday
176753,USB-C Charging Cable,1.0,11.95,"108 Elm St, Quebec City",Canada,672.068,23:07:00,2019.0,April,Monday
176754,34in Ultrawide Monitor,1.0,379.99,"126 Pine St, Montreal",Canada,21370.637600000002,17:07:00,2019.0,April,Tuesday
176755,27in 4K Gaming Monitor,1.0,389.99,"130 Elm St, Montreal",Canada,21933.0376,16:21:00,2019.0,April,Tuesday
176756,27in FHD Monitor,1.0,149.99,"143 Market St, Calgary",Canada,8435.437600000001,17:06:00,2019.0,April,Friday
176757,AA Batteries (4-pack),1.0,3.84,"125 Cedar Ave, Toronto",Canada,215.9616,20:28:00,2019.0,April,Thursday
176758,34in Ultrawide Monitor,1.0,379.99,"133 Broadway, Toronto",Canada,21370.637600000002,21:26:00,2019.0,April,Thursday
176759,Lightning Charging Cable,1.0,14.95,"145 Cedar Ave, Winnipeg",Canada,840.788,12:46:00,2019.0,April,Saturday
176760,Wired Headphones,1.0,11.99,"106 Main St, Montreal",Canada,674.3176000000001,20:32:00,2019.0,April,Tuesday
176761,Apple Airpods Headphones,1.0,150.0,"137 Sunset Blvd, Montreal",Canada,8436.0,20:00:00,2019.0,April,Friday
176762,AA Batteries (4-pack),1.0,3.84,"101 Sunset Blvd, Vancouver",Canada,215.9616,14:06:00,2019.0,April,Thursday
176763,USB-C Charging Cable,1.0,11.95,"121 Main St, Calgary",Canada,672.068,13:36:00,2019.0,April,Thursday
176764,Wired Headphones,1.0,11.99,"134 Pacific Ave, Vancouver",Canada,674.3176000000001,19:52:00,2019.0,April,Tuesday
176765,USB-C Charging Cable,1.0,11.95,"149 Elm St, Winnipeg",Canada,672.068,20:44:00,2019.0,April,Sunday
